customer_id,state,fav_tennis_player,age_group
U123911,Pennsylvania,Emma Raducanu,45+
U123912,Illinois,Emma Radunanucanunu,45+
U123943,New York,Emma Radunanucanunu,45+
U123993,California,Rafa,18-24
U124006,Ohio,Emma Raducanu,25-34
U12402,Florida,Novak Djokovic,18-24
U124041,New York,Emma Raducanu,18-24
U124052,Ohio,Rafael Nadal,45+
U124101,Florida,Queen Serena,34-45
U124113,Texas,Rafa Nadal,18-24
U12413,Florida,Rafa,34-45
U12424,New York,Emma Radunanucanunu,25-34
U124327,Pennsylvania,Queen Serena,18-24
U124444,Illinois,Roger Federer,25-34
U12446,California,Emma Radunanucanunu,34-45
U124471,Pennsylvania,Queen Serena,18-24
U124472,Texas,Rafa,25-34
U124505,New York,Emma Raducanu,18-24
U124508,Pennsylvania,Rafa,45+
U124530,Ohio,Serena Williams,45+
U124659,Florida,Rafa,34-45
U12467,New York,Novak Djokovic,18-24
U124756,Pennsylvania,Roder Feedderer,18-24
U124783,Texas,Rafa Nadal,45+
U124836,Ohio,Queen Serena,34-45
U124852,Pennsylvania,Emma Radunanucanunu,45+
U12486,California,Novak Djokovic,45+
U124872,California,Queen Serena,18-24
U124891,New York,Novak Djokovic,18-24
U124908,California,Rafa Nadal,25-34
U12492,Pennsylvania,Emma Raducanu,18-24
U124921,Texas,Roger Federer,45+
U124975,Pennsylvania,Novak Djokovic,25-34
U12501,Texas,Emma Radunanucanunu,18-24
U12503,Pennsylvania,Rafa Nadal,25-34
U125045,Illinois,Roder Feedderer,18-24
U12508,Texas,Rafael Nadal,18-24
U125100,Illinois,Novak Djokovic,18-24
U12511,New York,Roder Feedderer,45+
U125172,Pennsylvania,Roger Federer,18-24
U125192,Texas,Novak Djokovic,45+
U125199,Florida,Rafa Nadal,25-34
U125221,New York,Rafa Nadal,25-34
U125364,Pennsylvania,Emma Raducanu,34-45
U12538,New York,Novak Djokovic,18-24
U125398,Texas,Rafa Nadal,45+
U125432,Florida,Rafa,25-34
U12547,Ohio,Roger Federer,25-34
U125470,Texas,Roger Federer,45+
U12558,Florida,Serena Williams,34-45
U125613,Texas,Rafael Nadal,25-34
U125672,New York,Roder Feedderer,45+
U125687,Florida,Emma Radunanucanunu,25-34
U125697,Ohio,Emma Raducanu,34-45
U125764,Texas,Roger Federer,18-24
U125807,Florida,Novak Djokovic,25-34
U125825,Pennsylvania,Roder Feedderer,18-24
U12585,Pennsylvania,Roder Feedderer,18-24
U12586,Ohio,Queen Serena,18-24
U125867,Illinois,Rafael Nadal,34-45
U12587,New York,Roder Feedderer,18-24
U125878,Pennsylvania,Roder Feedderer,25-34
U125950,Florida,Rafa Nadal,18-24
U125990,Ohio,Roger Federer,18-24
U125993,Ohio,Novak Djokovic,18-24
U126010,Ohio,Roger Federer,45+
U126158,New York,Novak Djokovic,18-24
U126214,Illinois,Emma Raducanu,18-24
U12624,New York,Serena Williams,18-24
U126291,US State,Rafa Nadal,34-45
U126305,Texas,Queen Serena,18-24
U126329,US State,Emma Radunanucanunu,25-34
U126344,California,Roder Feedderer,34-45
U126396,Pennsylvania,Emma Radunanucanunu,18-24
U1264,New York,Roder Feedderer,25-34
U126406,Ohio,Emma Raducanu,45+
U126565,Pennsylvania,Emma Raducanu,45+
U126608,Florida,Rafael Nadal,25-34
U126644,Pennsylvania,Rafa,34-45
U126648,New York,Emma Radunanucanunu,34-45
U126693,New York,Novak Djokovic,25-34
U12671,Illinois,Roder Feedderer,18-24
U12674,Florida,Emma Radunanucanunu,25-34
U126741,Ohio,Emma Radunanucanunu,18-24
U12676,Ohio,Emma Radunanucanunu,18-24
U126776,Illinois,Rafa,25-34
U126829,Pennsylvania,Serena Williams,25-34
U126858,New York,Rafael Nadal,45+
U126925,California,Rafael Nadal,18-24
U12694,Florida,Queen Serena,34-45
U126986,Florida,Emma Raducanu,18-24
U127053,Texas,Emma Radunanucanunu,25-34
U127093,Texas,Serena Williams,45+
U127095,Texas,Emma Raducanu,45+
U1271,Texas,Roder Feedderer,18-24
U127227,Texas,Novak Djokovic,45+
U127267,Florida,Rafa,18-24
U127288,Illinois,Emma Raducanu,34-45
U12730,California,Queen Serena,25-34
U12731,Ohio,Rafa,18-24
U12734,Florida,Roger Federer,18-24
U127354,New York,Rafa Nadal,18-24
U12740,Pennsylvania,Rafa Nadal,45+
U127412,Pennsylvania,Queen Serena,34-45
U127415,New York,Serena Williams,25-34
U127421,California,Emma Raducanu,18-24
U127427,New York,Roger Federer,18-24
U127430,New York,Rafa Nadal,25-34
U127469,Texas,Serena Williams,18-24
U12747,California,Serena Williams,34-45
U12748,Pennsylvania,Rafa,45+
U127532,Ohio,Roder Feedderer,18-24
U127564,Illinois,Rafael Nadal,34-45
U12757,New York,Novak Djokovic,18-24
U127598,Pennsylvania,Novak Djokovic,25-34
U127735,Florida,Emma Raducanu,45+
U127747,Florida,Rafa,25-34
U127787,Pennsylvania,Roger Federer,18-24
U127795,Ohio,Rafa,18-24
U127873,California,Roder Feedderer,25-34
U12789,Florida,Rafa Nadal,25-34
U127907,Pennsylvania,Emma Radunanucanunu,18-24
U127924,Texas,Emma Radunanucanunu,34-45
U12793,Ohio,Emma Raducanu,25-34
U127941,California,Rafael Nadal,25-34
U127977,California,Rafa Nadal,18-24
U1281,US State,Emma Raducanu,45+
U128114,Texas,Emma Radunanucanunu,25-34
U12818,Pennsylvania,Roder Feedderer,45+
U128213,Texas,Roder Feedderer,34-45
U128258,Texas,Queen Serena,18-24
U128281,Florida,Rafael Nadal,25-34
U128335,Texas,Emma Radunanucanunu,25-34
U128363,Pennsylvania,Roder Feedderer,45+
U128369,Ohio,Novak Djokovic,45+
U128554,Pennsylvania,Rafa Nadal,25-34
U128557,Florida,Rafa Nadal,45+
U128560,Florida,Rafael Nadal,18-24
U12859,Ohio,Roger Federer,45+
U128611,California,Emma Radunanucanunu,25-34
U128631,Florida,Emma Radunanucanunu,18-24
U128633,Illinois,Roder Feedderer,34-45
U12868,Florida,Rafa,18-24
U128711,Ohio,Queen Serena,45+
U128755,Illinois,Emma Radunanucanunu,25-34
U128795,New York,Serena Williams,25-34
U12881,Illinois,Rafa Nadal,18-24
U128876,New York,Roger Federer,45+
U128891,Florida,Rafa,25-34
U1289,Ohio,Rafa Nadal,25-34
U12891,Texas,Emma Raducanu,34-45
U12896,Pennsylvania,Rafa,34-45
U128973,Ohio,Rafa Nadal,18-24
U129022,Ohio,Rafa,18-24
U129039,Texas,Emma Raducanu,25-34
U129178,Ohio,Emma Radunanucanunu,18-24
U129231,Texas,Queen Serena,34-45
U129270,Texas,Novak Djokovic,18-24
U129273,California,Emma Raducanu,34-45
U129286,New York,Novak Djokovic,25-34
U1293,Pennsylvania,Rafa Nadal,18-24
U129332,Ohio,Roger Federer,18-24
U129355,Ohio,Rafa Nadal,45+
U12941,Pennsylvania,Rafael Nadal,18-24
U129498,Illinois,Rafael Nadal,18-24
U129531,Ohio,Rafa Nadal,18-24
U129631,New York,Emma Raducanu,34-45
U129662,Illinois,Emma Raducanu,18-24
U129711,Pennsylvania,Rafael Nadal,25-34
U129717,Florida,Novak Djokovic,18-24
U129748,Ohio,Rafa,34-45
U129753,California,Rafa Nadal,18-24
U129800,Florida,Queen Serena,18-24
U129867,Illinois,Roder Feedderer,34-45
U129870,Florida,Novak Djokovic,34-45
U129884,California,Roder Feedderer,18-24
U129970,New York,Roger Federer,18-24
U130014,Illinois,Queen Serena,45+
U130033,Illinois,Emma Radunanucanunu,25-34
U130086,California,Emma Radunanucanunu,45+
U130099,New York,Roger Federer,18-24
U130201,Florida,Rafa,25-34
U130296,Illinois,Novak Djokovic,34-45
U130300,Texas,Rafa,45+
U130319,Illinois,Rafa,18-24
U130321,Pennsylvania,Roger Federer,18-24
U130331,Florida,Rafael Nadal,25-34
U130406,Illinois,Emma Raducanu,45+
U130413,New York,Rafa,18-24
U130423,Ohio,Serena Williams,18-24
U130455,Illinois,Rafa,18-24
U130482,Illinois,Rafael Nadal,18-24
U1305,New York,Roger Federer,34-45
U13050,Pennsylvania,Novak Djokovic,18-24
U13056,Pennsylvania,Queen Serena,34-45
U130609,Florida,Queen Serena,18-24
U13061,California,Rafa,25-34
U130637,New York,Rafa Nadal,18-24
U130648,New York,Novak Djokovic,18-24
U130657,New York,Rafa,18-24
U130678,Texas,Roder Feedderer,45+
U130698,Illinois,Emma Raducanu,25-34
U13073,Illinois,Queen Serena,25-34
U13074,Florida,Roder Feedderer,34-45
U13075,Texas,Roger Federer,18-24
U130755,New York,Serena Williams,18-24
U130757,Illinois,Rafa,18-24
U130804,Pennsylvania,Rafael Nadal,25-34
U130826,Texas,Roder Feedderer,25-34
U130909,Texas,Rafael Nadal,34-45
U13091,California,Roder Feedderer,34-45
U130940,Pennsylvania,Roger Federer,18-24
U131018,Ohio,Emma Radunanucanunu,45+
U131047,Pennsylvania,Novak Djokovic,34-45
U131057,Texas,Rafael Nadal,34-45
U131064,Pennsylvania,Roger Federer,25-34
U131077,Pennsylvania,Rafa Nadal,18-24
U131127,Florida,Emma Radunanucanunu,34-45
U131163,New York,Emma Raducanu,25-34
U131193,Pennsylvania,Novak Djokovic,34-45
U1312,Florida,Novak Djokovic,18-24
U13129,Texas,Serena Williams,18-24
U131306,Texas,Queen Serena,18-24
U131324,Illinois,Queen Serena,18-24
U131328,Illinois,Rafael Nadal,25-34
U131376,California,Rafa,18-24
U131418,California,Rafa,34-45
U131426,Ohio,Roder Feedderer,34-45
U13145,Illinois,Novak Djokovic,45+
U13153,US State,Emma Raducanu,25-34
U1316,Texas,Roder Feedderer,45+
U131614,California,Serena Williams,25-34
U131697,Texas,Rafael Nadal,18-24
U131706,Illinois,Roger Federer,45+
U13172,Ohio,Serena Williams,34-45
U131738,Texas,Emma Radunanucanunu,18-24
U131747,Pennsylvania,Emma Raducanu,25-34
U131790,Ohio,Rafa,34-45
U131815,Texas,Rafa,25-34
U131856,Pennsylvania,Rafa,18-24
U131875,New York,Roder Feedderer,34-45
U131898,Florida,Rafa,45+
U132009,California,Emma Raducanu,25-34
U132016,Ohio,Rafa Nadal,45+
U132051,Illinois,Roger Federer,18-24
U13210,California,Queen Serena,45+
U132114,Pennsylvania,Emma Raducanu,34-45
U132197,Ohio,Queen Serena,45+
U13222,California,Queen Serena,18-24
U132251,Texas,Emma Raducanu,25-34
U132271,Illinois,Emma Radunanucanunu,25-34
U13229,Texas,Queen Serena,45+
U132290,Texas,Rafa,34-45
U132403,New York,Serena Williams,18-24
U132432,California,Emma Radunanucanunu,25-34
U132503,California,Queen Serena,25-34
U132536,US State,Roger Federer,18-24
U1326,New York,Rafa,34-45
U13269,Ohio,Serena Williams,45+
U132691,Pennsylvania,Rafa Nadal,45+
U132736,Pennsylvania,Queen Serena,18-24
U132765,New York,Rafael Nadal,45+
U132783,California,Serena Williams,34-45
U132786,New York,Novak Djokovic,18-24
U13279,Pennsylvania,Roder Feedderer,18-24
U132791,Pennsylvania,Queen Serena,34-45
U13280,California,Rafa,18-24
U132810,California,Rafa,18-24
U13287,Texas,Emma Radunanucanunu,34-45
U13296,New York,Rafa,18-24
U1330,Ohio,Roder Feedderer,45+
U133028,Pennsylvania,Roder Feedderer,18-24
U133032,California,Emma Radunanucanunu,34-45
U13304,California,Serena Williams,34-45
U13305,Illinois,Rafa,25-34
U133069,New York,Serena Williams,34-45
U133077,California,Novak Djokovic,45+
U133086,Illinois,Queen Serena,25-34
U133096,New York,Rafa Nadal,45+
U133099,Florida,Novak Djokovic,25-34
U133147,Illinois,Roder Feedderer,25-34
U13315,Pennsylvania,Rafa Nadal,18-24
U133151,California,Rafa Nadal,25-34
U13324,Pennsylvania,Emma Raducanu,34-45
U133254,Texas,Rafa,18-24
U133259,Florida,Roder Feedderer,18-24
U133268,Illinois,Rafael Nadal,18-24
U13331,New York,Rafael Nadal,45+
U133324,New York,Roger Federer,45+
U133338,New York,Novak Djokovic,25-34
U133350,Texas,Queen Serena,45+
U133389,Florida,Queen Serena,18-24
U133406,Illinois,Queen Serena,34-45
U13341,Ohio,Serena Williams,45+
U133498,Florida,Rafael Nadal,25-34
U133550,New York,Novak Djokovic,34-45
U133581,Illinois,Emma Radunanucanunu,25-34
U133587,New York,Rafa Nadal,34-45
U13361,Ohio,Serena Williams,25-34
U13363,Texas,Serena Williams,25-34
U13364,US State,Rafael Nadal,45+
U13365,New York,Roger Federer,18-24
U13368,Texas,Serena Williams,45+
U1337,Pennsylvania,Novak Djokovic,45+
U133727,Pennsylvania,Rafa,34-45
U133778,New York,Roder Feedderer,25-34
U13379,Pennsylvania,Rafael Nadal,18-24
U133806,Florida,Rafael Nadal,18-24
U133839,New York,Rafa Nadal,45+
U133864,Texas,Roder Feedderer,34-45
U133910,Pennsylvania,Queen Serena,25-34
U133923,Pennsylvania,Queen Serena,18-24
U133988,Ohio,Rafa,34-45
U133999,Pennsylvania,Roger Federer,45+
U13404,US State,Rafa Nadal,25-34
U134119,Texas,Emma Radunanucanunu,45+
U134136,Pennsylvania,Rafa,45+
U134268,Pennsylvania,Rafael Nadal,34-45
U134308,Ohio,Rafael Nadal,45+
U13431,California,Serena Williams,25-34
U134375,Illinois,Queen Serena,25-34
U13441,New York,Rafa,18-24
U134416,Florida,Roger Federer,18-24
U13443,Pennsylvania,Roder Feedderer,18-24
U134463,Ohio,Queen Serena,25-34
U134500,New York,Emma Raducanu,25-34
U134502,California,Novak Djokovic,18-24
U134580,Pennsylvania,Queen Serena,45+
U134607,Ohio,Rafa,25-34
U13465,Pennsylvania,Roger Federer,25-34
U134676,New York,Rafa,18-24
U134707,Ohio,Queen Serena,34-45
U13472,Pennsylvania,Queen Serena,25-34
U13500,Ohio,Rafa,18-24
U135004,California,Novak Djokovic,25-34
U135029,New York,Serena Williams,45+
U135073,New York,Rafael Nadal,45+
U13508,New York,Queen Serena,18-24
U135084,New York,Serena Williams,18-24
U135095,Texas,Rafa Nadal,45+
U135203,New York,Rafa,18-24
U135205,Illinois,Rafa Nadal,34-45
U13524,Pennsylvania,Rafa,18-24
U135258,Illinois,Emma Raducanu,18-24
U135267,New York,Rafael Nadal,25-34
U13528,Florida,Novak Djokovic,34-45
U135318,Ohio,Rafael Nadal,25-34
U135338,Ohio,Rafa,18-24
U135347,New York,Rafa,45+
U13544,Pennsylvania,Rafa,18-24
U135469,New York,Emma Radunanucanunu,45+
U135598,New York,Rafa,34-45
U135675,Illinois,Roger Federer,18-24
U135738,New York,Roger Federer,18-24
U135819,Ohio,Rafael Nadal,18-24
U135859,Florida,Rafael Nadal,18-24
U13586,US State,Serena Williams,18-24
U135891,Texas,Novak Djokovic,18-24
U13591,Florida,Queen Serena,34-45
U135940,California,Novak Djokovic,25-34
U136044,Florida,Novak Djokovic,25-34
U136063,California,Novak Djokovic,18-24
U136085,Pennsylvania,Roger Federer,18-24
U136213,California,Roder Feedderer,18-24
U136227,Florida,Queen Serena,25-34
U13624,Texas,Rafael Nadal,25-34
U136249,Illinois,Rafa Nadal,18-24
U13625,New York,Emma Raducanu,34-45
U136250,New York,Serena Williams,25-34
U136258,Pennsylvania,Serena Williams,45+
U136305,Florida,Novak Djokovic,34-45
U136337,Texas,Rafa,18-24
U136374,Texas,Emma Radunanucanunu,34-45
U136471,Florida,Emma Radunanucanunu,34-45
U136521,Florida,Roger Federer,18-24
U136541,California,Rafael Nadal,18-24
U136552,Illinois,Roder Feedderer,45+
U13657,Pennsylvania,Emma Raducanu,25-34
U136626,New York,Rafa,25-34
U136648,New York,Roger Federer,34-45
U136679,Ohio,Novak Djokovic,25-34
U136695,Florida,Roder Feedderer,18-24
U136870,Pennsylvania,Serena Williams,18-24
U136871,Texas,Rafa Nadal,18-24
U136917,Ohio,Rafael Nadal,18-24
U136924,California,Rafa,18-24
U13693,Illinois,Emma Radunanucanunu,45+
U136971,Florida,Roder Feedderer,18-24
U136975,Ohio,Rafa Nadal,45+
U137118,Florida,Queen Serena,25-34
U13712,Illinois,Roder Feedderer,18-24
U137124,Texas,Roder Feedderer,45+
U13719,Pennsylvania,Queen Serena,34-45
U13730,Pennsylvania,Rafael Nadal,18-24
U137351,Illinois,Emma Radunanucanunu,18-24
U137397,Texas,Roger Federer,25-34
U137497,Pennsylvania,Novak Djokovic,25-34
U137526,Pennsylvania,Queen Serena,25-34
U137653,Pennsylvania,Serena Williams,45+
U137692,New York,Emma Raducanu,34-45
U137723,New York,Novak Djokovic,45+
U13776,Pennsylvania,Emma Raducanu,45+
U1378,Texas,Queen Serena,18-24
U137815,New York,Emma Raducanu,34-45
U137862,Illinois,Rafa Nadal,18-24
U137865,Pennsylvania,Rafa Nadal,25-34
U137869,Illinois,Roder Feedderer,34-45
U137994,Illinois,Rafa Nadal,18-24
U138113,New York,Rafael Nadal,25-34
U13812,California,Rafa,25-34
U138155,Texas,Queen Serena,18-24
U13818,Florida,Rafael Nadal,25-34
U138219,New York,Queen Serena,45+
U138233,Ohio,Queen Serena,18-24
U138411,US State,Emma Raducanu,25-34
U138421,US State,Roger Federer,18-24
U138427,Ohio,Roder Feedderer,45+
U13849,Pennsylvania,Queen Serena,18-24
U13856,Florida,Rafa,25-34
U138638,Illinois,Queen Serena,45+
U138707,Pennsylvania,Roder Feedderer,18-24
U13872,US State,Novak Djokovic,45+
U13884,New York,Novak Djokovic,45+
U138846,Pennsylvania,Rafa,25-34
U138858,Florida,Rafael Nadal,45+
U13887,Pennsylvania,Rafael Nadal,34-45
U13889,New York,Queen Serena,18-24
U13893,California,Roger Federer,18-24
U139007,California,Rafa,25-34
U139028,Florida,Rafa,45+
U139058,Florida,Roder Feedderer,18-24
U139065,Pennsylvania,Serena Williams,34-45
U139077,Illinois,Rafa,45+
U1391,Illinois,Novak Djokovic,18-24
U139130,Florida,Emma Raducanu,34-45
U139236,California,Rafael Nadal,45+
U13926,Pennsylvania,Rafael Nadal,34-45
U139282,Illinois,Rafael Nadal,18-24
U13936,Texas,Queen Serena,25-34
U13937,Texas,Novak Djokovic,45+
U139408,California,Rafael Nadal,18-24
U139442,Illinois,Roger Federer,18-24
U139453,Illinois,Roger Federer,18-24
U139489,California,Serena Williams,18-24
U139544,Texas,Novak Djokovic,18-24
U139585,California,Rafa,25-34
U139601,Texas,Novak Djokovic,18-24
U139610,California,Queen Serena,45+
U139622,Texas,Rafa,18-24
U13963,California,Rafa,18-24
U13964,Illinois,Rafa,25-34
U139643,Illinois,Serena Williams,45+
U139723,Texas,Rafa,18-24
U13976,Ohio,Rafael Nadal,18-24
U13978,California,Rafael Nadal,18-24
U139789,New York,Rafael Nadal,18-24
U139800,Illinois,Roder Feedderer,34-45
U139808,Pennsylvania,Rafa,34-45
U139837,Florida,Emma Radunanucanunu,45+
U139883,Illinois,Rafa,25-34
U139909,Illinois,Rafa,18-24
U14005,Florida,Serena Williams,34-45
U140119,Florida,Rafael Nadal,45+
U140230,California,Roder Feedderer,18-24
U140261,Pennsylvania,Rafa Nadal,18-24
U140273,Pennsylvania,Novak Djokovic,18-24
U140305,Florida,Queen Serena,45+
U140336,New York,Novak Djokovic,18-24
U140339,California,Queen Serena,18-24
U140352,Ohio,Rafael Nadal,34-45
U14037,Texas,Roger Federer,25-34
U140370,Ohio,Queen Serena,25-34
U14040,Ohio,Queen Serena,34-45
U140413,Florida,Rafa,45+
U140436,Pennsylvania,Serena Williams,34-45
U14049,Pennsylvania,Roger Federer,25-34
U14050,Texas,Queen Serena,18-24
U140543,Florida,Queen Serena,34-45
U140655,Texas,Novak Djokovic,18-24
U140668,Florida,Emma Raducanu,45+
U140683,Texas,Roder Feedderer,25-34
U140684,Pennsylvania,Novak Djokovic,34-45
U140753,New York,Novak Djokovic,18-24
U140755,Ohio,Rafael Nadal,45+
U140787,California,Roder Feedderer,25-34
U140837,Texas,Roger Federer,45+
U1409,Illinois,Emma Raducanu,25-34
U140920,Pennsylvania,Rafa Nadal,18-24
U140934,Illinois,Rafa Nadal,45+
U140940,Illinois,Emma Radunanucanunu,45+
U140954,Ohio,Emma Raducanu,18-24
U140981,Ohio,Serena Williams,34-45
U140988,Pennsylvania,Emma Radunanucanunu,25-34
U14100,Florida,Rafael Nadal,25-34
U141187,California,Roder Feedderer,34-45
U14119,US State,Serena Williams,34-45
U141217,Florida,Serena Williams,45+
U141227,Illinois,Novak Djokovic,18-24
U141233,Ohio,Roder Feedderer,18-24
U141235,Texas,Serena Williams,25-34
U141249,Florida,Roger Federer,45+
U1413,New York,Queen Serena,45+
U14132,Illinois,Emma Radunanucanunu,18-24
U14133,Illinois,Roder Feedderer,25-34
U14137,Ohio,Roger Federer,18-24
U141422,Illinois,Serena Williams,25-34
U14143,Texas,Serena Williams,18-24
U141434,Texas,Rafael Nadal,34-45
U14151,Pennsylvania,Queen Serena,18-24
U141521,California,Emma Radunanucanunu,18-24
U141531,Ohio,Queen Serena,18-24
U14155,Florida,Rafa,25-34
U141561,Ohio,Rafa Nadal,18-24
U141563,Texas,Rafa Nadal,18-24
U141567,Pennsylvania,Rafa Nadal,18-24
U14159,Florida,Serena Williams,18-24
U141594,Texas,Roder Feedderer,45+
U14160,Florida,Rafa,25-34
U14165,New York,Novak Djokovic,34-45
U14175,Florida,Queen Serena,34-45
U141779,Pennsylvania,Queen Serena,18-24
U14178,Ohio,Serena Williams,45+
U141810,New York,Roder Feedderer,34-45
U141814,Illinois,Rafa,18-24
U14182,Ohio,Emma Raducanu,18-24
U141863,Illinois,Roger Federer,18-24
U141873,Ohio,Queen Serena,34-45
U14221,Ohio,Novak Djokovic,18-24
U142239,Pennsylvania,Rafa Nadal,34-45
U14226,Texas,Rafael Nadal,25-34
U14243,New York,Rafael Nadal,18-24
U142475,New York,Emma Radunanucanunu,18-24
U142496,California,Rafa Nadal,18-24
U142521,Texas,Rafael Nadal,18-24
U142523,US State,Rafa,45+
U142526,Pennsylvania,Emma Radunanucanunu,45+
U14255,Ohio,Emma Raducanu,18-24
U142624,California,Novak Djokovic,25-34
U142636,Texas,Rafa Nadal,18-24
U14268,New York,Queen Serena,34-45
U142746,Florida,Rafa Nadal,18-24
U142774,Pennsylvania,Rafa Nadal,25-34
U142804,Ohio,Queen Serena,25-34
U14282,Pennsylvania,Rafa Nadal,45+
U14283,New York,Rafa,45+
U142869,Pennsylvania,Rafa,25-34
U142873,Texas,Roder Feedderer,18-24
U142889,Texas,Roder Feedderer,25-34
U14290,New York,Novak Djokovic,45+
U14294,Illinois,Rafa Nadal,18-24
U142947,California,Rafa,25-34
U142975,Florida,Novak Djokovic,18-24
U142978,Florida,Rafael Nadal,18-24
U143006,California,Serena Williams,45+
U143110,Texas,Rafael Nadal,18-24
U143121,New York,Rafa Nadal,45+
U14322,Florida,Novak Djokovic,34-45
U143235,Florida,Rafa Nadal,45+
U143247,Florida,Rafa Nadal,18-24
U143268,Illinois,Rafa,18-24
U14327,Pennsylvania,Roder Feedderer,18-24
U14328,California,Roder Feedderer,25-34
U143308,Florida,Roder Feedderer,25-34
U143334,Texas,Rafael Nadal,25-34
U143382,California,Rafa,18-24
U14343,Florida,Rafael Nadal,45+
U143449,Ohio,Serena Williams,18-24
U143475,Ohio,Roger Federer,25-34
U143495,Illinois,Rafael Nadal,45+
U143540,Florida,Roder Feedderer,25-34
U143548,California,Rafa,25-34
U143549,Illinois,Emma Raducanu,18-24
U14355,Florida,Rafa Nadal,18-24
U143586,Illinois,Queen Serena,25-34
U143614,New York,Emma Raducanu,25-34
U14367,Illinois,Roder Feedderer,18-24
U143674,Illinois,Emma Raducanu,18-24
U143735,Pennsylvania,Serena Williams,25-34
U143751,Ohio,Rafa,45+
U14376,Texas,Emma Raducanu,18-24
U143814,US State,Emma Radunanucanunu,45+
U14383,Texas,Emma Raducanu,45+
U143838,Pennsylvania,Serena Williams,18-24
U14385,New York,Rafa Nadal,45+
U143859,Florida,Novak Djokovic,45+
U143882,Pennsylvania,Rafa,18-24
U14404,New York,Emma Raducanu,25-34
U144056,Pennsylvania,Emma Raducanu,34-45
U144073,New York,Rafa,18-24
U144088,California,Rafael Nadal,18-24
U144098,Texas,Serena Williams,18-24
U1441,New York,Roder Feedderer,25-34
U144163,Florida,Rafael Nadal,45+
